Player,Team,Position,Age,Matches played,Minutes played,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Assists,Assists per 90,xA,xA per 90,Second assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Long passes per 90,"Accurate long passes, %",Successful attacking actions per 90,Goals,Goals per 90,Non-penalty goals,xG,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Conceded goals,Conceded goals per 90,xG against,xG against per 90,Prevented goals,Prevented goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",Exits per 90,GK Aerial duels per 90
E. Audero,Sampdoria,GK,24,20,1873,1.63,0.14,66.67,0.34,100,0,1.54,1.84,0,0,0,0.05,0,0,0,0,0,2.11,59.09,0,0,0.05,0,0,0,6.73,74.29,20.18,85.71,11.58,78.01,8.55,67.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.78,29.79,1.43,-7.21,-0.346,100,4.81,3,63,0.96,0.34
E. Green,Saint-Étienne,GK,21,15,1285,2.1,0.21,0,0.07,100,0,1.96,2.59,0.14,0,0,0,0,0,0,0,0,1.05,33.33,0.14,0,0.07,0,0,0,3.85,70.91,16.88,85.89,8.82,76.19,5.39,59.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.89,24.99,1.75,-2.01,-0.141,74,5.18,1,63.51,1.33,0.07
E. Martínez,Aston Villa,GK,29,18,1772,1.57,0.05,0,0.05,100,0,1.52,1.96,0,0,0,0,0,0,0,0,0,1.37,48.15,0.1,50,0,0,0.05,0,4.06,75,17.57,86.71,8.69,76.61,6.3,67.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,100,0,0,27,1.37,24.91,1.27,-2.09,-0.106,78,3.96,5,65.38,1.12,0.05
E. Mendy,Chelsea,GK,29,20,1965,1.28,0.27,16.67,0.46,100,0,1.19,1.83,0.05,0,0,0,0,0,0,0,0,0.55,41.67,0.14,0,0.05,0,0,0,3.66,62.5,17.4,88.95,8.7,82.63,4.44,65.98,0.05,0,0,0,0,0,0,0,0,0,0,0.05,100,0.23,40,0,0,16,0.73,22.42,1.03,6.42,0.294,78,3.57,8,79.49,1.51,0.46
Ederson,Manchester City,GK,28,20,1937,1.49,0.14,66.67,0.6,92.31,0,1.3,2.33,0.05,0,0,0,0,0,0,0,0.05,1.07,39.13,0.19,0,0.28,16.67,0,0,2.18,61.7,21,92.48,10.27,86.43,3.58,66.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,13,0.6,14.49,0.67,1.49,0.069,50,2.32,11,74,1.35,0.6
Edgar Badía,Elche,GK,29,8,772,3.5,0.23,100,0.47,50,0,3.26,4.35,0,0,0,0,0,0,0,0,0,1.05,88.89,0,0,0,0,0,0,6.41,78.18,19.7,90.53,10.49,85.56,7.69,78.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.52,13.32,1.55,0.32,0.037,44,5.13,1,70.45,1.4,0.47
F. Müller,Stuttgart,GK,24,14,1334,1.08,0.07,0,0.47,85.71,0,1.08,1.35,0,0,0,0,0,0,0,0,0,0.81,33.33,0.13,50,0,0,0,0,4.25,68.25,20.78,89.29,9.31,76.81,5.33,64.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.62,22.32,1.51,-1.68,-0.113,75,5.06,3,68,1.62,0.47
Fernando Pacheco,Deportivo Alavés,GK,29,16,1543,1.57,0.12,100,0.23,100,0,1.46,1.77,0,0,0,0,0,0,0,0,0,2.22,52.63,0,0,0,0,0,0,7.29,85.6,15.75,84.44,10.67,78.69,9.33,74.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.34,22.51,1.31,-0.49,-0.029,69,4.02,3,66.67,1.11,0.23
G. Donnarumma,PSG,GK,22,8,768,2.7,0,0,0.35,100,0,2.7,4.06,0,0,0,0,0,0,0,0,0,0.23,50,0,0,0.12,0,0,0,1.88,43.75,17.93,92.81,8.2,85.71,2.23,47.37,0.12,0,0,0,0,0,0,0,0,0,0,0.12,100,0.47,50,0,0,6,0.7,8.69,1.02,2.69,0.315,28,3.28,3,78.57,0.59,0.35
G. Gallon,Troyes,GK,28,19,1843,1.9,0.15,100,0.29,100,0,1.76,2.04,0,0,0,0,0,0,0,0,0,1.42,37.93,0.1,0,0.2,0,0,0,6.59,75.56,21.58,85.97,12.45,79.22,9.62,69.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,28,1.37,26.41,1.29,-1.59,-0.078,90,4.4,3,68.89,1.03,0.29
G. Kobel,Borussia Dortmund,GK,24,18,1689,1.87,0.16,33.33,0.16,100,0,1.76,2.77,0.05,0,0,0,0,0,0,0,0,0.85,43.75,0,0,0.05,100,0,0,3.94,62.16,24.94,90.17,10.66,79.5,4.9,54.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,100,0,0,25,1.33,24.66,1.31,-0.34,-0.018,78,4.16,2,67.95,0.85,0.16
G. Rulli,Villarreal,GK,29,18,1760,2.61,0.15,33.33,0.61,91.67,0,2.56,4.05,0,0,0,0,0,0,0,0,0,1.53,53.33,0.15,0,0.26,40,0,0,3.73,73.97,26.85,92,10.79,84.83,4.96,65.98,0.05,0,0,0,0,0,0,0,0,0,0,0.05,100,0.15,66.67,0,0,18,0.92,18.6,0.95,0.6,0.031,67,3.43,8,73.13,1.64,0.61
G. Vicario,Empoli,GK,25,21,2031,1.46,0,0,0.58,92.31,0,1.46,1.85,0.04,0,0,0,0,0,0,0,0,0.89,70,0.04,0,0,0,0,0,3.59,74.07,21.09,92.44,11.03,87.55,4.74,71.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,100,0,0,42,1.86,40.62,1.8,-1.38,-0.061,134,5.94,3,68.66,1.55,0.58
H. Lloris,Tottenham Hotspur,GK,35,18,1748,2.37,0.1,100,0.72,85.71,0,2.27,3.03,0,0,0,0.16,0.01,0,0,0,0.05,0.72,71.43,0.05,100,0.21,75,0.05,0,3.45,74.63,12.2,88.61,6.38,80.65,4.99,74.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,20,1.03,20.87,1.07,0.87,0.045,67,3.45,8,70.15,1.6,0.72
I. Grbić,Lille,GK,25,17,1654,1.41,0,0,0.87,81.25,0,1.41,1.82,0,0,0,0,0,0,0,0,0,1.03,68.42,0.05,0,0,0,0,0,5.22,68.75,15.51,80.35,9.52,73.71,6.86,60.32,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.16,66.67,0,0,19,1.03,17.53,0.95,-1.47,-0.08,67,3.65,2,71.64,1.8,0.87
I. Meslier,Leeds United,GK,21,19,1855,1.7,0,0,0.58,83.33,0,1.7,2.52,0,0,0,0,0,0,0,0,0,0.39,25,0,0,0,0,0,0,4.22,58.62,24.79,87.67,9.56,72.08,7.13,60.54,0.1,0,0,0,0,0,0,0,0,0,0,0.1,100,0.24,100,0,0,37,1.8,34.55,1.68,-2.45,-0.119,107,5.19,3,65.42,1.84,0.58
I. Provedel,Spezia,GK,27,14,1353,1.66,0.2,33.33,0.4,100,0,1.6,1.87,0.07,0,0,0,0,0,0,0,0,3.26,55.1,0.07,0,0.2,33.33,0.07,0,8.31,77.6,25.48,84.33,14.83,74.44,12.17,68.85,0.07,0,0,0,0.01,0,0.07,100,0,0,0,0,0,0,0,0,0,22,1.46,19.87,1.32,-2.13,-0.142,76,5.06,3,71.05,1.4,0.4
J. Cillessen,Valencia,GK,32,14,1378,1.57,0.07,0,0.2,100,0,1.57,2.07,0,0,0,0,0,0,0,0,0,2.61,47.5,0.33,0,0.13,0,0,0,5.62,76.74,15.94,79.51,11.23,71.51,7.77,61.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,25,1.63,27,1.76,2,0.131,69,4.51,3,63.77,1.11,0.2
J. Leca,Lens,GK,36,19,1775,1.57,0,0,0.35,100,0,1.57,1.86,0,0,0,0,0,0.05,0,0,0,1.12,45.45,0.1,0,0.05,0,0.05,0,5.27,67.31,16.17,82.76,9.68,76.44,6.34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0.1,0,25,1.27,20.1,1.02,-4.9,-0.248,67,3.4,4,62.69,1.37,0.35
J. Ledesma,Cádiz,GK,28,20,1949,1.62,0.09,50,0.55,100,0,1.57,1.6,0,0,0,0,0,0,0,0,0,3.83,63.86,0.23,20,0.09,0,0.05,0,7.25,85.99,13.39,78.62,10.67,74.46,9,71.79,0.09,0,0,0,0,0,0,0,0,0,0,0.09,100,0.14,100,0,0,34,1.57,31.33,1.45,-2.67,-0.123,98,4.53,4,65.31,2.12,0.55
J. Musso,Atalanta,GK,27,18,1729,1.77,0.05,0,0.42,100,0,1.77,2.44,0.05,0,0,0,0,0,0,0,0,0.83,62.5,0,0,0.1,50,0,0,4.06,65.38,18.84,88.4,8.38,78.26,5.52,65.09,0.05,0,0,0,0,0,0,0,0,0,0,0.05,100,0.1,100,0,0,24,1.25,19.3,1,-4.7,-0.245,74,3.85,4,67.57,1.09,0.42
J. Oblak,Atlético Madrid,GK,29,20,1954,1.11,0.05,0,0.32,100,0,1.11,1.45,0,0,0,0,0,0,0,0,0,0.83,38.89,0.05,0,0.05,0,0,0,4.33,75.53,15.2,86.97,8.75,79.47,5.53,66.67,0.05,0,0,0,0,0,0,0,0,0,0,0.05,100,0.18,100,0,0,24,1.11,16.32,0.75,-7.68,-0.354,52,2.4,6,53.85,1.11,0.32
J. Omlin,Montpellier,GK,27,14,1338,1.08,0.27,75,0.34,100,0,0.87,1.07,0,0,0,0,0,0,0,0,0,0.94,50,0,0,0.07,0,0,0,5.11,67.11,23.54,88.86,12.65,82.98,6.73,67,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.13,50,0,0,15,1.01,17.13,1.15,2.13,0.143,66,4.44,5,77.27,1.61,0.34
J. Pickford,Everton,GK,27,17,1658,1.79,0.11,50,0.65,75,0,1.68,1.92,0,0,0,0,0,0,0,0,0,3.58,40.91,0.11,0,0.27,40,0,0,7.27,77.61,16.83,74.84,11.45,67.3,10.1,59.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.57,26.43,1.43,-2.57,-0.14,84,4.56,3,65.48,1.63,0.65
José Sá,Wolverhampton Wanderers,GK,28,19,1873,2.31,0.19,75,0.29,100,0,2.16,2.6,0.05,0,0,0,0,0,0,0,0,1.59,36.36,0.1,0,0.34,14.29,0,0,4.42,64.13,14.94,77.49,9.37,66.15,6.39,50.38,0.05,0,0,0,0,0,0,0,0,0,0,0.05,100,0.14,100,0,0,14,0.67,21.29,1.02,7.29,0.35,76,3.65,8,81.58,1.68,0.29
K. Casteels,Wolfsburg,GK,29,16,1540,0.82,0.06,0,0.53,100,0,0.82,1.17,0,0,0,0,0,0,0,0,0,1.23,66.67,0.06,0,0.06,0,0,0,7.19,77.24,27.88,91.19,11.92,82.84,8.77,75.33,0.06,0,0,0,0,0,0,0,0,0,0,0.06,100,0.18,66.67,0,0,24,1.4,24.81,1.45,0.81,0.047,61,3.56,5,60.66,1.93,0.53
K. Darlow,Newcastle United,GK,31,8,799,1.58,0.11,0,0.23,100,0,1.46,1.65,0.11,0,0,0,0,0,0,0,0,3.15,64.29,0,0,0.23,0,0,0,7.32,78.46,15.66,80.58,9.46,73.81,8.79,69.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,100,0,0,15,1.69,12.75,1.44,-2.25,-0.253,44,4.96,0,65.91,1.13,0.23
K. Navas,PSG,GK,35,12,1116,1.69,0.16,50,0.24,100,0,1.61,2.52,0.08,0,0,0,0,0,0,0,0,0.24,33.33,0,0,0.08,0,0,0,1.77,68.18,14.84,95.11,7.1,93.18,1.69,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,11,0.89,11.51,0.93,0.51,0.041,48,3.87,3,77.08,0.89,0.24
K. Schmeichel,Leicester City,GK,35,18,1758,1.28,0,0,0.36,57.14,0,1.28,1.64,0,0,0,0,0,0,0,0,0,0.92,22.22,0.05,0,0.05,0,0,0,5.07,58.59,20.43,82.96,10.03,71.43,8.81,63.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1.69,31.72,1.62,-1.28,-0.066,98,5.02,3,66.33,1.02,0.36
K. Trapp,Eintracht Frankfurt,GK,31,18,1741,1.55,0.05,100,0.52,100,0,1.5,1.88,0,0,0,0,0,0,0,0,0,1.34,53.85,0.05,0,0.05,0,0,0,10.65,72.33,26.98,83.14,17.01,75.68,13.18,67.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,27,1.4,29.18,1.51,2.18,0.113,96,4.96,3,71.88,1.65,0.52
Kiko Casilla,Elche,GK,35,12,1185,1.82,0.15,0,0.38,80,0,1.82,2.32,0,0,0,0,0,0,0,0,0,1.06,50,0,0,0,0,0,0,6.3,74.7,17.7,80.69,11.16,73.47,8.43,65.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,100,0,0,14,1.06,15.05,1.14,1.05,0.08,54,4.1,3,74.07,1.82,0.38
Ł. Fabiański,West Ham United,GK,36,21,2055,0.66,0,0,0.26,83.33,0,0.66,0.8,0,0,0,0,0,0,0,0,0,0.88,35,0,0,0.04,0,0,0,4.29,71.43,12.66,80.62,7.66,70.86,6.44,63.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,100,0,0,27,1.18,29.44,1.29,2.44,0.107,98,4.29,5,72.45,0.92,0.26
L. Hrádecký,Bayer Leverkusen,GK,32,18,1723,1.62,0,0,0.16,100,0,1.62,2.2,0,0,0,0,0,0,0,0,0,1.72,51.52,0.16,0,0.26,60,0,0,6.74,78.29,27.21,89.06,14.78,81.27,8.88,68.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.57,31.96,1.67,1.96,0.102,101,5.28,4,70.3,1.04,0.16
L. Montipò,Hellas Verona,GK,25,18,1735,1.19,0.05,100,0.62,83.33,0,1.14,1.52,0,0,0,0,0,0,0,0,0,3.06,59.32,0.1,0,0.1,50,0,0,7.94,79.74,17.48,81.31,11.78,75.77,10.48,71.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.5,24.39,1.27,-4.61,-0.239,74,3.84,2,60.81,1.61,0.62
Ł. Skorupski,Bologna,GK,30,20,1923,1.03,0.14,66.67,0.7,93.33,0,0.94,1.19,0.05,0,0,0,0,0,0,0,0,0.61,53.85,0,0,0,0,0,0,5.99,75,19.28,90.05,10.39,84.68,7.68,78.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1.54,32.08,1.5,-0.92,-0.043,102,4.77,7,67.65,1.83,0.7
Luís Maximiano,Granada,GK,23,17,1647,1.91,0.05,0,0.38,85.71,0,1.8,2.24,0,0,0,0,0,0,0,0,0,1.86,55.88,0.11,0,0,0,0,0,6.23,77.19,17.16,84.08,10.55,74.61,7.92,68.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,21,1.15,22.17,1.21,1.17,0.064,86,4.7,3,75.58,1.15,0.38
M. Bizot,Brest,GK,30,20,1912,2.49,0.05,100,0.19,75,0,2.45,2.58,0,1,0.05,0.1,0,0,0,0,0.05,1.04,68.18,0.09,0,0.09,0,0,0,5.65,82.5,16.95,90,9.41,82.5,6.54,74.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,31,1.46,25.44,1.2,-5.56,-0.262,87,4.1,3,64.37,1.27,0.19
M. Dituro,Celta de Vigo,GK,34,20,1958,1.15,0.05,0,0.46,100,0,1.15,1.75,0,0,0,0,0,0,0,0,0,3.03,63.64,0.23,20,0.09,0,0.05,0,9.28,81.19,23.26,84.78,14.89,77.78,11.49,72.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,100,0.05,0,23,1.06,30.8,1.42,7.8,0.359,88,4.04,7,73.86,1.7,0.46
M. Flekken,Freiburg,GK,28,17,1623,0.89,0.11,50,0.33,100,0,0.83,1.05,0,0,0,0.27,0.01,0,0,0,0,4.21,68.42,0.17,0,0.33,16.67,0,0,8.21,79.05,26.67,87.53,15.58,80.78,11.42,71.84,0.06,0,0,0,0,0,0,0,0,0,0,0.06,100,0.06,100,0,0,16,0.89,19.76,1.1,3.76,0.209,81,4.49,6,80.25,1.11,0.33
M. Funk,Greuther Fürth,GK,26,8,763,2.36,0.24,50,0.71,100,0,2.24,2.98,0.12,0,0,0.24,0.03,0,0,0,0,3.18,59.26,0.24,0,0.12,0,0,0,10.73,70.33,29.84,80.63,16.99,70.14,14.15,63.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.54,22.63,2.67,-7.37,-0.869,60,7.08,0,50,1.3,0.71
M. Maignan,Milan,GK,26,15,1447,1.06,0.06,100,0.25,100,0,1,1.42,0,0,0,0,0,0,0,0,0,2.18,51.43,0.12,0,0.5,37.5,0,0,5.54,78.65,23.88,88.28,13,80.86,8.71,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,100,0,0,13,0.81,13.73,0.85,0.73,0.045,55,3.42,6,76.36,1.24,0.25
M. Neuer,Bayern München,GK,35,17,1608,2.18,0.11,100,0.17,66.67,0,2.01,3.18,0,0,0,0,0,0.06,0,0,0,0.95,52.94,0.11,100,0.06,0,0.06,0,6.94,70.97,36.32,91.53,18.41,85.41,7.84,67.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.9,14.72,0.82,-1.28,-0.072,53,2.97,6,69.81,0.78,0.17
M. Riemann,Bochum,GK,33,17,1630,1.6,0.22,75,0.55,90,0,1.44,1.67,0,0,0,0,0,0,0,0,0,7.07,57.81,0.55,20,0.88,31.25,0.22,0,16.84,82.62,34.12,77.83,25.67,73.98,23.58,69.56,0.11,0,0,0,0.76,0.04,0.06,0,0,0,0,0.17,66.67,0.22,75,0,0,24,1.33,30.31,1.67,6.31,0.348,97,5.36,6,75.26,1.99,0.55
M. Sels,Strasbourg,GK,29,18,1739,1.14,0.1,50,0.31,100,0,1.09,1.32,0,0,0,0,0,0,0,0,0,0.88,41.18,0.16,0,0.21,25,0,0,5.07,70.41,14.8,83.22,9.16,75.14,6.57,65.35,0,0,0,0,0.09,0,0.05,0,0,0,0,0.05,0,0.16,66.67,0.05,0,24,1.24,27.71,1.43,3.71,0.192,73,3.78,4,67.12,0.88,0.31
M. Silvestri,Udinese,GK,30,18,1750,0.93,0.05,0,0.36,100,0,0.93,1.02,0.05,0,0,0,0,0,0,0,0,1.44,64.29,0.05,0,0.1,0,0,0,6.84,84.21,16.2,87.3,10.44,82.27,8.13,76.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,28,1.44,28.14,1.45,0.14,0.007,81,4.17,4,65.43,1.08,0.36
M. ter Stegen,Barcelona,GK,29,18,1762,1.33,0.15,100,0.36,100,0,1.17,2.06,0,0,0,0,0,0,0,0,0,0.72,35.71,0.05,0,0.15,33.33,0,0,3.98,55.13,26.56,90.58,11.7,79.91,5.57,61.47,0.05,0,0,0,0,0,0,0,0,0,0,0.05,100,0.15,100,0,0,20,1.02,14.59,0.75,-5.41,-0.276,51,2.6,4,60.78,0.82,0.36
Manolo Reina,Mallorca,GK,36,18,1768,0.92,0.05,100,0.41,100,0,0.87,1.17,0,0,0,0,0,0,0,0,0,1.83,41.67,0.1,0,0.1,50,0,0,5.24,82.52,14.66,84.72,9.88,79.38,7.18,70.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,25,1.27,21.52,1.1,-3.48,-0.177,71,3.61,6,64.79,1.43,0.41
N. Pope,Burnley,GK,29,15,1456,1.85,0.12,50,0.93,93.33,0,1.79,2,0,0,0,0.3,0.02,0,0,0,0.06,4.45,59.72,0.25,0,0.19,33.33,0,0,7.73,88,14.34,77.16,12.05,72.82,9.95,68.32,0.06,0,0,0,0,0,0,0,0,0,0,0.12,50,0.25,50,0,0,21,1.3,22.45,1.39,1.45,0.09,69,4.27,3,69.57,2.72,0.93
O. Baumann,Hoffenheim,GK,31,17,1644,1.64,0.11,50,0.44,100,0,1.59,2.18,0,0,0,0,0,0,0,0,0,1.7,48.39,0.05,0,0.22,25,0,0,7.39,74.81,33.83,89.81,17.24,81.59,9.96,66.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,24,1.31,25.67,1.41,1.67,0.091,76,4.16,5,68.42,1.04,0.44
P. Bernardoni,Angers SCO,GK,24,13,1245,1.88,0.22,100,0.94,92.31,0,1.66,1.83,0,0,0,0,0,0,0,0,0,0.29,75,0,0,0,0,0,0,2.67,67.57,14.46,89,6,79.52,3.83,66.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,19,1.37,13.04,0.94,-5.96,-0.431,49,3.54,4,61.22,1.95,0.94
P. Gulácsi,RB Leipzig,GK,31,17,1621,1.28,0,0,0.22,100,0,1.28,1.99,0,0,0,0,0,0,0,0,0,1.67,43.33,0.17,33.33,0.22,25,0.06,0,6.83,76.42,23.99,88.66,13.05,80.43,8.33,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0,0,20,1.11,21.66,1.2,1.66,0.092,60,3.33,3,66.67,1.17,0.22
P. Nardi,Lorient,GK,27,19,1826,0.99,0.1,50,0.3,100,0,0.94,1.09,0,0,0,0,0,0,0,0,0,1.48,56.67,0.2,50,0.35,42.86,0.1,0,3.8,74.03,11.58,82.55,6.7,71.32,4.83,60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,100,0,0,31,1.53,28.19,1.39,-2.81,-0.138,87,4.29,3,64.37,1.18,0.3
P. Rajković,Reims,GK,26,20,1942,1.58,0.05,100,0.32,71.43,0,1.53,1.73,0,0,0,0,0,0,0,0,0,2.36,35.29,0.32,14.29,0.37,25,0,0,4.36,68.09,17.38,80.27,9.08,64.8,6.81,53.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,50,0,0,22,1.02,19.08,0.88,-2.92,-0.135,77,3.57,7,71.43,1.67,0.32
P. Terracciano,Fiorentina,GK,31,16,1528,2.41,0.18,0,0.88,73.33,0,2.41,3.64,0,0,0,0,0,0,0,0,0,1.41,62.5,0.06,0,0.12,50,0,0,8.48,75.69,35.87,91.13,14.96,79.92,12.31,77.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,50,0,0.06,23,1.35,16.51,0.97,-6.49,-0.382,57,3.36,3,59.65,1.83,0.88
Pau López,Olympique Marseille,GK,27,15,1436,1.69,0,0,0.19,100,0,1.69,2.56,0,0,0,0,0,0.06,0,0,0,1.69,48.15,0,0,0.06,0,0,0,3.51,60.71,30.71,89.8,12.97,77.78,6.71,60.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.63,12.46,0.78,2.46,0.154,43,2.69,9,76.74,1.13,0.19
Pepe Reina,Lazio,GK,39,15,1452,0.99,0.25,50,0.25,75,0,0.74,0.95,0.06,1,0.06,0.08,0.01,0,0,0,0.06,1.3,52.38,0,0,0.06,0,0,0,5.21,71.43,23.24,89.07,13.64,83.64,6.38,66.99,0.06,0,0,0,0,0,0,0,0,0,0,0.06,100,0.06,100,0,0.06,29,1.8,23.44,1.45,-5.56,-0.345,63,3.9,2,53.97,0.87,0.25
R. Gikiewicz,Augsburg,GK,34,18,1715,1.42,0.16,0,0.42,100,0,1.42,1.61,0,0,0,0,0,0,0,0,0,2.26,58.14,0.16,0,0.21,0,0.05,0,8.03,77.78,22.41,86.18,12.96,78.54,10.02,72.25,0.05,0,0,0,0,0,0,0,0,0,0,0.05,100,0.1,100,0,0,29,1.52,26.13,1.37,-2.87,-0.151,83,4.36,5,65.06,1.57,0.42
R. Zentner,Mainz 05,GK,27,18,1750,1.75,0,0,0.41,87.5,0,1.75,2.12,0,0,0,0,0,0,0,0,0,2.11,65.85,0.1,0,0.1,50,0,0,5.35,73.08,19.49,86.54,10.29,77,6.63,65.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,100,0,0,21,1.08,20.18,1.04,-0.82,-0.042,68,3.5,6,69.12,2.01,0.41
Robert Sánchez,Brighton,GK,24,19,1864,1.3,0.19,75,1.01,90.48,0,1.11,1.66,0.05,0,0,0,0,0,0,0,0,3.72,32.47,0.48,0,0.53,27.27,0,0,5.21,68.52,29.94,84.03,12.6,66.28,9.22,53.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.92,22.39,1.08,3.39,0.164,77,3.72,6,75.32,2.41,1.01
Rui Patrício,Roma,GK,33,21,2050,1.19,0.04,100,0.13,100,0,1.14,1.44,0,0,0,0,0,0,0,0,0,0.18,50,0.04,0,0,0,0,0,4.52,78.64,14.66,89.52,7.42,80.47,5.44,74.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.23,23.43,1.03,-4.57,-0.201,88,3.86,7,68.18,0.4,0.13
Rui Silva,Real Betis,GK,27,13,1268,1.56,0.35,20,0.5,85.71,0,1.49,2.05,0.07,0,0,0,0,0,0,0,0,0.71,10,0.07,0,0.07,0,0,0,3.97,67.86,17.25,86.42,8.59,74.38,6.53,67.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,100,0,0,13,0.92,16.7,1.19,3.7,0.263,49,3.48,4,73.47,1.35,0.5
S. Burchert,Greuther Fürth,GK,32,10,951,3.12,0.19,100,0.38,75,0,2.84,3.19,0,0,0,0,0,0,0,0,0,3.6,63.16,0.28,0,0.19,0,0,0,9.37,85.86,23.19,83.27,15.43,75.46,11.83,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.8,15.53,1.47,-3.47,-0.328,54,5.11,3,64.81,1.32,0.38
S. Dimitrievski,Rayo Vallecano,GK,28,18,1762,1.17,0.1,50,0.51,90,0,1.12,1.64,0,0,0,0,0,0,0,0,0,2.66,55.77,0.15,0,0.1,50,0,0,6.64,77.69,15.63,79.74,11.49,74.22,8.17,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,100,0,0,18,0.92,24.07,1.23,6.07,0.31,71,3.63,6,74.65,2.15,0.51
S. Handanovič,Internazionale,GK,37,20,1917,0.61,0.05,100,0.28,100,0,0.56,0.81,0,0,0,0,0,0,0,0,0,0.56,66.67,0,0,0.05,0,0,0,5.49,82.05,24.55,93.69,12.91,89.09,7,81.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,16,0.75,18.28,0.86,2.28,0.107,74,3.47,9,78.38,0.61,0.28
S. Ortega,Arminia Bielefeld,GK,29,17,1630,1.93,0.06,100,0.11,100,0,1.88,2,0,0,0,0.29,0.02,0,0,0,0.06,7.56,64.96,0.66,50,0.88,50,0.28,0,13.64,87.45,33.52,83.03,22.09,75.75,18.66,71.3,0.06,0,0,0,0,0,0,0,0,0,0,0.06,100,0.11,100,0,0,24,1.33,27.65,1.53,3.65,0.202,89,4.91,4,73.03,0.94,0.11
